20.6043, 66.8939
21.0076, 66.9378
21.4518, 66.9856
21.9054, 67.0378
22.3687, 67.0856
22.8417, 67.1334
23.3247, 67.1725
23.8179, 67.1986
24.3216, 67.2334
24.8359, 67.2595
25.3611, 67.2595
25.8974, 67.2812
26.4450, 67.2899
27.0042, 67.2899
27.5752, 67.3116
28.1583, 67.3203
28.7538, 67.3203
29.3618, 67.3203
29.9827, 67.3203
30.6167, 67.3203
31.2642, 67.3203
31.9253, 67.3203
32.6004, 67.3203
33.2898, 67.3203
33.9937, 67.3203
34.7125, 67.3203
35.4466, 67.2899
36.1961, 67.2899
36.9616, 67.2725
37.7432, 67.2595
38.5413, 67.2595
39.3563, 67.2334
40.1885, 67.2117
41.0384, 67.1986
41.9062, 67.1812
42.7923, 67.1508
43.6972, 67.1291
44.6212, 67.0943
45.5648, 67.0639
46.5283, 67.0247
47.5122, 66.9900
48.5169, 66.9508
49.5429, 66.9074
50.5905, 66.8682
51.6603, 66.8291
52.7527, 66.7856
53.8683, 66.7465
55.0074, 66.7030
56.1706, 66.6596
57.3584, 66.6118
58.5713, 66.5683
59.8098, 66.5205
61.0746, 66.4596
62.3661, 66.4074
63.6849, 66.3466
65.0316, 66.2901
66.4068, 66.2292
67.8110, 66.1684
69.2450, 66.1032
70.7092, 66.0380
72.2045, 65.9684
73.7313, 65.9032
75.2904, 65.8336
76.8826, 65.7641
78.5083, 65.6945
80.1685, 65.6206
81.8637, 65.5380
83.5948, 65.4685
85.3626, 65.3946
87.1677, 65.3163
89.0109, 65.2337
90.8932, 65.1598
92.8152, 65.0816
94.7779, 64.9990
96.7821, 64.9164
98.8287, 64.8338
100.9185, 64.7425
103.0526, 64.6643
105.2317, 64.5730
107.4570, 64.4861
109.7293, 64.3904
112.0497, 64.3078
114.4191, 64.2078
116.8386, 64.1166
119.3093, 64.0166
121.8322, 63.9296
124.4085, 63.8297
127.0393, 63.7297
129.7257, 63.6253
132.4689, 63.5210
135.2701, 63.4167
138.1306, 63.3210
141.0515, 63.2124
144.0342, 63.1037
147.0800, 63.0168
150.1902, 62.9168
153.3661, 62.8429
156.6093, 62.7777
159.9209, 62.7255
163.3027, 62.6907
166.7559, 62.6560
170.2822, 62.6342
173.8830, 62.5994
177.5599, 62.5647
181.3147, 62.5125
185.1488, 62.4560
189.0640, 62.3864
193.0620, 62.3082
197.1445, 62.2299
201.3134, 62.1300
205.5704, 62.0474
209.9174, 61.9561
214.3564, 61.8735
218.8892, 61.7909
223.5179, 61.6996
228.2444, 61.6214
233.0709, 61.5344
237.9995, 61.4605
243.0323, 61.3866
248.1715, 61.3127
253.4194, 61.2432
258.7782, 61.1823
264.2504, 61.1041
269.8383, 61.0345
275.5444, 60.9780
281.3711, 60.9128
287.3210, 60.8476
293.3968, 60.7780
299.6010, 60.7215
305.9364, 60.6607
312.4058, 60.5955
319.0120, 60.5346
325.7579, 60.4868
332.6465, 60.4303
339.6807, 60.3694
346.8636, 60.3129
354.1985, 60.2651
361.6884, 60.2129
369.3368, 60.1694
377.1469, 60.1303
385.1221, 60.0825
393.2660, 60.0434
401.5820, 60.0086
410.0740, 59.9695
418.7455, 59.9434
427.6004, 59.9043
436.6425, 59.8825
445.8758, 59.8434
455.3044, 59.8217
464.9324, 59.7826
474.7639, 59.7608
484.8034, 59.7217
495.0552, 59.7000
505.5237, 59.6652
516.2136, 59.6478
527.1296, 59.6130
538.2764, 59.5913
549.6589, 59.5739
561.2821, 59.5478
573.1511, 59.5304
585.2710, 59.5174
597.6473, 59.5000
610.2853, 59.4739
623.1905, 59.4696
636.3686, 59.4696
649.8254, 59.4478
663.5667, 59.4391
677.5987, 59.4391
691.9273, 59.4391
706.5589, 59.4391
721.5000, 59.4696
736.7570, 59.4696
752.3366, 59.4783
768.2457, 59.5043
784.4912, 59.5304
801.0802, 59.5652
818.0200, 59.6043
835.3180, 59.6521
852.9818, 59.7130
871.0192, 59.7826
889.4379, 59.8652
908.2461, 59.9651
927.4521, 60.0738
947.0642, 60.1999
967.0910, 60.3390
987.1724, 60.4737
1007.2943, 60.6411
1031.0319, 60.8186
1051.5237, 61.0164
1074.5005, 61.2626
1097.2221, 61.5060
1119.1367, 61.7447
1144.4677, 62.0003
1166.3421, 62.2031
1192.1932, 62.4461
1217.4036, 62.6707
1243.1471, 62.8721
1269.4349, 63.0547
1296.6310, 63.2483
1325.1748, 63.4862
1351.6811, 63.6282
1379.4390, 63.7784
1409.4514, 63.9807
1440.1167, 64.1192
1470.1790, 64.2909
1500.7691, 64.4356
1532.5047, 64.6426
1564.3917, 64.7643
1598.4811, 64.9164
1631.7950, 65.1294
1666.3013, 65.3033
1700.9722, 65.4337
1738.8174, 65.6391
1775.5868, 65.8217
1809.7493, 65.9967
1847.6350, 66.1640
1889.2139, 66.3669
1931.7284, 66.5697
1968.4864, 66.7650
2011.6152, 66.9308
2055.6890, 67.1606
2095.2407, 67.3355
2139.5471, 67.5181
2186.5146, 67.6855
2234.9771, 67.8681
2279.9653, 68.0168
2326.3420, 68.1800
2378.1999, 68.3549
2428.4898, 68.4810
2479.8432, 68.5984
2532.2824, 68.7027
2585.8306, 68.8027
2640.5111, 68.8766
2696.3479, 68.9461
2753.3655, 69.0070
2811.5887, 69.0548
2871.0432, 69.0939
2931.7549, 69.1374
2993.7504, 69.1548
3057.0569, 69.1983
3121.7020, 69.2200
3187.7142, 69.2591
3255.1223, 69.2852
3323.9558, 69.3287
3394.2448, 69.3765
3466.0203, 69.4243
3539.3135, 69.4808
3614.1565, 69.5460
3690.5822, 69.6156
3768.6241, 69.6895
3848.3162, 69.7721
3929.6935, 69.8460
4012.7916, 69.9199
4097.6470, 69.9807
4184.2967, 70.0198
4272.7787, 70.0285
4363.1318, 70.0068
4455.3955, 69.9242
4552.6336, 69.7344
4642.0311, 69.5112
4721.6571, 69.2450
4806.8710, 69.0305
4867.6038, 68.7018
4953.3946, 68.5037
4995.1129, 68.1533
5081.7160, 67.8351
5173.6858, 67.4040
5267.3200, 66.9653
5362.6488, 66.5292
5459.7029, 66.0930
5558.5135, 65.6594
5659.1124, 65.2359
5761.5319, 64.8353
5869.8531, 64.4108
5979.9051, 64.1354
6035.7796, 63.8277
6143.1609, 63.6577
6241.1820, 63.4254
6356.7747, 63.3172
6493.3529, 63.2558
6630.6627, 63.2689
6770.8761, 63.3402
6914.0544, 63.5601
7060.2605, 63.9405
7200.5838, 64.4194
7315.6982, 64.9333
7418.2470, 65.3784
7506.4635, 65.8673
7597.7936, 66.3577
7661.3787, 66.8199
7748.3910, 67.3136
7862.4637, 67.6703
8014.3373, 67.6459
8098.3614, 67.1952
8155.7242, 66.7536
8217.5865, 66.2790
8247.6660, 65.8293
8303.3278, 65.3729
8315.7480, 64.9126
8374.3724, 64.4143
8424.5909, 63.8118
8472.5774, 63.2158
8490.3254, 62.6464
8556.5729, 62.1291
8597.3117, 61.5557
8634.5152, 61.0654
8684.1301, 60.5878
8729.6796, 60.0410
8779.4038, 59.4635
8832.0512, 58.8671
8885.0143, 58.2980
8938.2949, 57.7534
8994.5835, 57.1901
9079.0032, 56.6929
9130.0349, 56.1436
9191.6517, 55.6431
9246.7712, 55.2057
9302.2212, 54.7911
9358.0037, 54.3955
9466.6430, 53.8976
9520.2488, 53.4141
9606.0120, 52.9611
9692.5478, 52.4675
9779.8632, 51.9873
9867.9652, 51.5241
9956.8608, 51.1083
10046.5572, 50.6755
10137.0617, 50.2833
10233.9424, 49.8594
10404.1616, 49.4370
10542.2650, 48.9309
10703.2853, 48.5067
10903.2899, 48.3591
11107.5350, 48.5987
11228.2770, 49.1419
11333.9437, 49.7322
11399.0698, 50.2723
11462.2855, 50.8216
11527.5747, 51.4126
11593.2358, 52.0114
11666.2438, 52.6340
11748.9675, 53.2648
11806.5810, 53.8097
11877.3814, 54.4061
11968.4668, 54.9424
12040.2380, 55.3954
12092.3402, 55.8789
12201.2742, 56.3658
12321.2307, 56.8692
12445.7484, 57.4225
12505.9290, 57.9253
12629.7388, 58.4377
12694.2585, 58.9637
12774.7209, 59.5166
12837.3645, 60.0680
12914.3462, 60.7045
12998.8528, 61.4392
13030.6852, 61.9995
13115.9531, 62.5706
13162.8197, 63.1211
13223.3230, 63.7214
13315.4174, 64.4459
13408.2778, 65.0787
13488.6830, 65.5453
13710.0153, 65.5798
13740.7882, 65.1142
13819.7443, 64.6020
13865.7235, 64.0948
13916.4774, 63.6297
13947.7137, 63.1857
14032.1605, 62.5780
14073.3618, 61.9496
14130.2721, 61.4140
14223.5083, 60.8450
14253.3032, 60.3085
14295.9757, 59.8956
14338.7758, 59.5000
14429.0738, 58.9979
14487.1819, 58.4654
14594.3146, 57.9177
14724.8983, 57.3733
14818.1200, 56.8709
15004.5254, 56.4239
15254.0928, 56.0797
15590.6347, 56.1497
15834.8820, 56.5514
16015.7868, 57.0162
16227.8390, 57.3578
16508.8379, 57.3004
16582.1460, 56.8603
16650.4457, 56.4723
16700.2948, 56.1137
16794.8619, 55.6591
16850.7395, 55.1410
16888.5620, 54.6389
16990.8142, 53.9993
17053.4428, 53.3305
17085.3347, 52.8512
17136.4859, 52.4024
17207.0688, 51.8166
17271.4874, 51.2232
17323.1959, 50.7440
17362.0788, 50.2930
17420.5669, 49.8349
17472.7217, 49.3480
17525.0326, 48.8612
17577.5002, 48.3819
17641.1081, 47.8794
17689.5158, 47.3739
17742.4758, 46.8947
17782.2999, 46.4589
17853.3189, 45.9894
17888.9348, 45.5286
17960.3798, 45.0630
18026.1216, 44.5525
18117.6620, 44.0343
18158.3281, 43.5377
18212.6917, 43.1030
18267.2180, 42.6726
18321.9075, 42.2466
18376.7608, 41.8206
18431.7783, 41.3989
18486.9605, 40.9773
18542.3080, 40.5556
18597.8211, 40.1252
18653.5004, 39.6731
18688.3846, 39.1732
18737.3321, 38.7675
18765.3597, 38.3343
18773.3752, 37.8561
18829.5801, 37.0041
18849.6941, 37.4692
18906.1275, 36.6070
18906.1275, 36.1810
18934.4075, 35.7478
18962.7298, 34.7306
18976.9069, 35.2174
18991.0945, 33.6777
18999.2065, 34.1959
19010.0279, 32.6411
19019.5017, 33.0874
